0.0, person, 0.78
0.0, person, 0.75
0.0, person, 0.65
0.0, person, 0.28
0.033322222222222225, person, 0.79
0.033322222222222225, person, 0.75
0.033322222222222225, person, 0.70
0.033322222222222225, suitcase, 0.29
0.06664444444444445, person, 0.80
0.06664444444444445, person, 0.74
0.06664444444444445, person, 0.72
0.09996666666666668, person, 0.76
0.09996666666666668, person, 0.68
0.09996666666666668, person, 0.63
0.09996666666666668, suitcase, 0.28
0.1332888888888889, person, 0.77
0.1332888888888889, person, 0.72
0.1332888888888889, person, 0.69
0.1332888888888889, suitcase, 0.27
0.1332888888888889, surfboard, 0.27
0.1332888888888889, tv, 0.26
0.16662222222222223, person, 0.75
0.16662222222222223, person, 0.70
0.16662222222222223, person, 0.64
0.16662222222222223, tv, 0.39
0.16662222222222223, suitcase, 0.37
0.19994444444444445, person, 0.78
0.19994444444444445, person, 0.73
0.19994444444444445, person, 0.70
0.19994444444444445, suitcase, 0.46
0.19994444444444445, tv, 0.42
0.23326666666666668, person, 0.81
0.23326666666666668, person, 0.72
0.23326666666666668, person, 0.65
0.23326666666666668, tv, 0.39
0.2665888888888889, person, 0.81
0.2665888888888889, person, 0.59
0.2665888888888889, person, 0.50
0.2665888888888889, person, 0.45
0.2665888888888889, tv, 0.44
0.29991111111111113, person, 0.82
0.29991111111111113, person, 0.71
0.29991111111111113, person, 0.70
0.29991111111111113, person, 0.64
0.29991111111111113, tv, 0.47
0.29991111111111113, suitcase, 0.30
0.3332333333333333, person, 0.86
0.3332333333333333, person, 0.69
0.3332333333333333, person, 0.69
0.3332333333333333, person, 0.63
0.3332333333333333, tv, 0.40
0.3332333333333333, tv, 0.31
0.3332333333333333, suitcase, 0.26
0.3665555555555556, person, 0.84
0.3665555555555556, person, 0.70
0.3665555555555556, person, 0.67
0.3665555555555556, person, 0.66
0.3665555555555556, suitcase, 0.31
0.3998777777777778, person, 0.82
0.3998777777777778, person, 0.72
0.3998777777777778, person, 0.69
0.3998777777777778, person, 0.68
0.3998777777777778, tv, 0.35
0.3998777777777778, tv, 0.28
0.43321111111111116, person, 0.82
0.43321111111111116, person, 0.73
0.43321111111111116, person, 0.73
0.43321111111111116, person, 0.65
0.43321111111111116, suitcase, 0.47
0.43321111111111116, tv, 0.31
0.43321111111111116, tv, 0.27
0.46653333333333336, person, 0.82
0.46653333333333336, person, 0.74
0.46653333333333336, person, 0.68
0.46653333333333336, person, 0.64
0.46653333333333336, suitcase, 0.34
0.46653333333333336, tv, 0.32
0.49985555555555555, person, 0.84
0.49985555555555555, person, 0.74
0.49985555555555555, person, 0.68
0.49985555555555555, person, 0.66
0.49985555555555555, tv, 0.30
0.49985555555555555, suitcase, 0.29
0.49985555555555555, chair, 0.25
